,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
620,120m,60k,600,100ms,1.5,0.25,2m,86k,32m,6k,4g,11g,360s,6s,7,true,0.6,true,true,0.7999999999999999
621,94m,72k,700,300ms,4.0,0.5,116m,34k,32m,94k,5g,10g,20s,6s,5,false,0.7999999999999999,false,true,0.6
622,56m,8k,900,400ms,3.0,0.5,36m,126k,48m,40k,3g,6g,140s,6s,5,true,0.8999999999999999,false,false,0.7
623,122m,34k,300,400ms,3.5,0.25,72m,62k,64m,122k,1g,3g,100s,4s,2,true,0.7,false,true,0.7
624,24m,70k,500,800ms,4.0,0.25,94m,108k,8m,98k,9g,8g,120s,3s,7,true,0.7,true,true,0.7999999999999999
625,84m,24k,200,400ms,4.5,0.25,120m,10k,24m,22k,1g,3g,360s,7s,5,true,0.8999999999999999,true,false,0.6
626,82m,2k,500,400ms,4.0,0.5,10m,62k,48m,60k,11g,10g,400s,3s,4,false,0.5,false,false,0.7999999999999999
627,20m,74k,200,600ms,3.0,0.5,92m,24k,104m,108k,11g,8g,360s,5s,1,false,0.7,false,true,0.7
628,76m,106k,800,500ms,1.0,0.5,4m,98k,16m,14k,10g,5g,340s,8s,7,false,0.5,false,true,0.6
629,58m,18k,300,700ms,4.5,0.25,50m,80k,40m,106k,4g,10g,460s,7s,1,false,0.7999999999999999,true,true,0.7999999999999999
630,76m,80k,200,700ms,2.5,0.5,60m,72k,120m,48k,1g,10g,400s,5s,3,false,0.6,false,true,0.5
631,72m,68k,100,500ms,4.5,0.75,68m,32k,120m,80k,10g,3g,80s,6s,5,true,0.8999999999999999,true,false,0.8999999999999999
632,48m,88k,400,400ms,2.5,0.5,46m,26k,16m,78k,7g,3g,400s,1s,7,false,0.6,false,false,0.7999999999999999
633,2m,26k,600,400ms,3.0,0.75,30m,112k,32m,26k,4g,7g,400s,2s,2,true,0.8999999999999999,true,false,0.7
634,72m,4k,100,200ms,2.5,0.25,62m,38k,72m,52k,6g,7g,380s,1s,6,false,0.6,false,false,0.6
635,26m,112k,500,400ms,4.0,0.25,76m,94k,24m,110k,10g,10g,480s,9s,7,false,0.5,true,false,0.8999999999999999
636,74m,8k,600,600ms,2.5,0.5,92m,76k,16m,84k,11g,5g,480s,1s,2,false,0.6,false,false,0.7999999999999999
637,84m,30k,100,200ms,3.5,0.75,46m,4k,72m,64k,2g,10g,320s,4s,2,true,0.6,false,false,0.8999999999999999
638,28m,120k,100,800ms,4.0,0.25,108m,90k,104m,106k,11g,7g,180s,1s,5,true,0.7999999999999999,true,true,0.5
639,6m,86k,700,200ms,3.5,0.25,108m,122k,32m,4k,8g,11g,340s,2s,1,false,0.7,true,false,0.6
640,90m,88k,400,400ms,3.0,0.25,16m,44k,120m,60k,4g,1g,200s,1s,4,false,0.7,false,true,0.8999999999999999
641,74m,88k,300,400ms,4.5,0.5,12m,58k,8m,60k,4g,1g,240s,9s,3,false,0.6,true,true,0.8999999999999999
642,14m,18k,700,700ms,3.0,0.25,92m,84k,8m,20k,2g,11g,340s,4s,7,false,0.6,false,false,0.8999999999999999
643,16m,58k,300,700ms,4.5,0.5,114m,94k,112m,16k,8g,11g,80s,2s,7,true,0.7,true,true,0.7
644,96m,34k,300,400ms,3.5,0.5,86m,100k,88m,28k,7g,4g,60s,9s,1,true,0.7,true,true,0.7999999999999999
645,38m,62k,100,500ms,1.0,0.75,46m,58k,96m,104k,10g,5g,80s,3s,6,false,0.7,false,false,0.8999999999999999
646,104m,64k,700,500ms,1.5,0.25,70m,102k,8m,76k,4g,4g,160s,5s,7,true,0.7999999999999999,false,false,0.7
647,12m,22k,800,700ms,4.0,0.5,4m,12k,40m,110k,3g,10g,80s,4s,6,false,0.5,true,false,0.8999999999999999
648,34m,100k,600,300ms,2.0,0.25,44m,36k,120m,22k,5g,7g,140s,2s,3,false,0.7999999999999999,false,false,0.5
649,60m,62k,700,400ms,1.5,0.75,26m,26k,32m,114k,11g,1g,80s,2s,7,true,0.5,false,true,0.6
650,120m,36k,400,600ms,3.5,0.25,44m,68k,16m,70k,11g,1g,220s,7s,6,false,0.5,true,true,0.7999999999999999
651,84m,4k,700,900ms,2.5,0.75,6m,70k,8m,124k,4g,4g,140s,5s,1,false,0.7999999999999999,false,false,0.7999999999999999
652,24m,94k,800,900ms,2.5,0.75,72m,60k,96m,100k,11g,1g,440s,1s,5,false,0.7999999999999999,true,false,0.8999999999999999
653,116m,28k,800,600ms,4.0,0.25,106m,100k,80m,4k,9g,5g,160s,9s,3,false,0.7,true,false,0.7
654,60m,58k,400,900ms,2.0,0.5,110m,100k,80m,104k,8g,8g,340s,6s,3,true,0.5,false,true,0.5
655,44m,66k,700,800ms,2.5,0.75,68m,122k,104m,20k,4g,3g,260s,2s,2,false,0.7999999999999999,false,false,0.7999999999999999
656,8m,68k,900,900ms,3.5,0.5,24m,52k,8m,104k,6g,6g,20s,5s,4,false,0.7,true,true,0.8999999999999999
657,106m,98k,700,600ms,1.5,0.5,90m,8k,24m,88k,5g,10g,140s,7s,5,false,0.6,true,true,0.8999999999999999
658,78m,94k,400,700ms,2.5,0.5,6m,48k,64m,96k,1g,6g,40s,7s,7,false,0.6,false,false,0.5
659,42m,38k,400,200ms,1.5,0.5,94m,66k,80m,76k,10g,4g,320s,1s,6,false,0.5,true,true,0.7999999999999999
660,106m,88k,100,600ms,2.5,0.75,40m,68k,104m,96k,10g,2g,440s,7s,3,true,0.8999999999999999,true,true,0.5
661,102m,6k,300,400ms,2.5,0.25,84m,32k,80m,54k,10g,2g,100s,9s,4,false,0.7,false,false,0.6
662,4m,66k,900,200ms,1.5,0.25,40m,66k,104m,32k,6g,1g,400s,8s,7,false,0.7,false,false,0.5
663,54m,100k,600,300ms,1.5,0.75,68m,56k,120m,92k,9g,8g,240s,1s,6,true,0.7999999999999999,false,true,0.7999999999999999
664,88m,20k,900,300ms,1.5,0.75,60m,96k,48m,68k,6g,1g,140s,5s,3,false,0.6,true,true,0.6
665,24m,80k,800,800ms,1.0,0.75,38m,44k,96m,66k,1g,2g,460s,1s,2,false,0.7,true,true,0.5
666,56m,24k,300,200ms,1.0,0.25,68m,54k,8m,14k,3g,11g,420s,9s,5,false,0.7999999999999999,true,true,0.7
667,64m,66k,600,500ms,4.5,0.75,110m,70k,120m,12k,10g,7g,280s,8s,3,true,0.8999999999999999,false,false,0.6
668,86m,46k,300,900ms,4.0,0.75,86m,70k,88m,48k,8g,9g,120s,5s,5,true,0.5,true,false,0.5
669,74m,38k,300,100ms,4.0,0.75,36m,2k,112m,60k,2g,2g,440s,2s,2,true,0.8999999999999999,true,true,0.7
670,102m,102k,500,800ms,4.5,0.5,66m,4k,120m,110k,2g,8g,300s,6s,2,false,0.5,false,true,0.6
671,30m,122k,900,900ms,3.0,0.75,4m,76k,104m,108k,1g,8g,120s,8s,4,true,0.7,true,false,0.5
672,4m,118k,400,700ms,3.5,0.5,44m,26k,80m,114k,8g,6g,360s,9s,3,false,0.6,true,true,0.7
673,94m,124k,600,100ms,3.5,0.75,56m,8k,72m,24k,2g,1g,420s,5s,6,true,0.5,false,false,0.7
674,46m,42k,300,600ms,3.5,0.75,82m,54k,96m,32k,9g,7g,100s,2s,4,false,0.8999999999999999,false,false,0.7999999999999999
675,2m,66k,100,900ms,4.0,0.5,94m,104k,96m,24k,1g,8g,340s,1s,4,false,0.7999999999999999,false,true,0.7999999999999999
676,92m,108k,200,900ms,3.0,0.25,50m,18k,96m,98k,3g,6g,80s,6s,4,false,0.8999999999999999,false,false,0.7999999999999999
677,46m,60k,900,200ms,1.5,0.25,78m,110k,96m,20k,2g,10g,260s,5s,2,true,0.6,true,false,0.7
678,90m,70k,900,800ms,2.5,0.25,96m,54k,40m,112k,4g,6g,260s,3s,5,true,0.8999999999999999,true,true,0.6
679,22m,4k,500,200ms,2.0,0.5,52m,46k,16m,112k,4g,10g,140s,1s,1,false,0.5,true,true,0.6
680,106m,46k,400,200ms,4.5,0.5,94m,72k,56m,60k,8g,8g,360s,6s,2,false,0.8999999999999999,false,true,0.6
681,62m,24k,200,900ms,4.0,0.5,6m,90k,16m,10k,1g,8g,100s,7s,3,false,0.8999999999999999,false,true,0.5
682,80m,4k,500,400ms,2.5,0.25,42m,88k,80m,124k,8g,8g,360s,9s,5,false,0.6,true,true,0.7
683,108m,32k,900,800ms,1.0,0.25,58m,62k,64m,54k,11g,9g,140s,2s,4,false,0.6,false,true,0.5
684,40m,114k,400,100ms,2.0,0.75,22m,32k,16m,66k,6g,8g,240s,2s,6,false,0.7,false,true,0.7
685,90m,104k,500,500ms,2.5,0.25,18m,118k,96m,74k,1g,2g,400s,6s,5,true,0.7999999999999999,false,false,0.5
686,28m,2k,300,400ms,2.5,0.25,8m,114k,40m,32k,7g,9g,100s,2s,5,false,0.8999999999999999,true,true,0.6
687,122m,114k,800,800ms,4.5,0.25,96m,92k,48m,112k,11g,4g,40s,9s,3,false,0.7,false,true,0.8999999999999999
688,112m,86k,500,200ms,2.5,0.75,60m,122k,120m,4k,7g,8g,40s,6s,5,false,0.8999999999999999,true,false,0.8999999999999999
689,110m,4k,200,900ms,1.0,0.25,74m,126k,96m,44k,7g,5g,400s,7s,7,false,0.7999999999999999,true,false,0.7999999999999999
690,46m,48k,500,300ms,1.5,0.75,12m,20k,24m,16k,10g,11g,440s,1s,7,false,0.7999999999999999,true,true,0.8999999999999999
691,98m,8k,700,900ms,3.0,0.25,6m,98k,16m,100k,10g,1g,20s,6s,4,false,0.7999999999999999,false,true,0.8999999999999999
692,92m,112k,600,800ms,1.5,0.5,10m,2k,120m,74k,9g,11g,160s,7s,4,false,0.6,true,false,0.8999999999999999
693,78m,30k,800,300ms,3.0,0.75,50m,84k,88m,120k,1g,2g,300s,9s,7,false,0.7999999999999999,false,false,0.7999999999999999
694,96m,4k,400,800ms,4.5,0.75,116m,22k,8m,34k,2g,1g,100s,7s,6,true,0.7999999999999999,false,true,0.6
695,82m,52k,400,200ms,1.0,0.5,46m,60k,56m,50k,11g,9g,180s,3s,3,true,0.8999999999999999,false,true,0.5
696,72m,50k,600,200ms,4.0,0.75,32m,6k,16m,110k,8g,1g,260s,2s,4,false,0.5,true,false,0.7999999999999999
697,18m,92k,400,100ms,4.5,0.75,112m,126k,32m,62k,11g,8g,360s,3s,4,true,0.5,true,true,0.7
698,126m,46k,400,100ms,2.0,0.5,42m,26k,104m,122k,7g,11g,420s,3s,4,false,0.7999999999999999,false,true,0.5
699,62m,70k,400,500ms,2.0,0.75,90m,46k,56m,16k,8g,11g,480s,1s,4,true,0.6,false,false,0.8999999999999999
700,84m,74k,400,600ms,2.5,0.5,28m,82k,88m,34k,5g,2g,380s,8s,1,false,0.8999999999999999,false,true,0.6
701,32m,88k,300,500ms,4.5,0.5,48m,24k,24m,100k,11g,1g,60s,5s,5,false,0.7999999999999999,false,false,0.7999999999999999
702,14m,72k,500,300ms,2.0,0.5,116m,6k,72m,30k,7g,6g,480s,3s,6,true,0.8999999999999999,true,true,0.5
703,50m,92k,500,700ms,3.5,0.5,42m,64k,72m,110k,2g,6g,160s,6s,5,true,0.5,false,true,0.5
704,102m,122k,400,600ms,2.0,0.75,116m,46k,80m,6k,4g,2g,420s,8s,5,true,0.7,false,true,0.8999999999999999
705,40m,32k,100,400ms,4.5,0.5,36m,108k,72m,6k,4g,4g,440s,2s,6,true,0.5,false,true,0.5
706,124m,18k,900,300ms,1.5,0.25,88m,18k,8m,112k,2g,1g,460s,2s,6,false,0.5,true,false,0.6
707,68m,108k,900,800ms,4.5,0.5,54m,38k,112m,126k,3g,3g,320s,4s,2,true,0.5,false,true,0.7
708,50m,80k,500,500ms,1.5,0.25,104m,34k,80m,68k,8g,1g,40s,5s,3,false,0.8999999999999999,true,false,0.7999999999999999
709,20m,58k,400,900ms,3.0,0.25,38m,44k,32m,58k,4g,2g,20s,6s,2,false,0.8999999999999999,false,true,0.6
710,108m,36k,900,100ms,1.0,0.25,6m,102k,40m,68k,1g,1g,300s,6s,3,false,0.7,true,true,0.8999999999999999
711,62m,16k,900,300ms,2.0,0.75,16m,92k,48m,104k,8g,8g,260s,5s,3,false,0.6,true,true,0.7999999999999999
712,34m,38k,200,300ms,1.5,0.75,120m,30k,104m,70k,8g,2g,200s,1s,1,false,0.6,false,true,0.5
713,64m,46k,300,900ms,2.0,0.75,12m,56k,8m,118k,11g,7g,300s,8s,3,true,0.8999999999999999,false,false,0.6
714,46m,96k,200,300ms,3.0,0.25,74m,24k,88m,122k,10g,2g,100s,4s,2,false,0.5,true,false,0.6
715,120m,84k,400,200ms,3.0,0.25,122m,58k,48m,106k,2g,7g,220s,9s,5,false,0.5,true,false,0.7999999999999999
716,14m,66k,900,100ms,2.5,0.75,124m,80k,80m,100k,9g,5g,180s,6s,6,true,0.8999999999999999,true,false,0.5
717,114m,74k,200,600ms,1.5,0.25,12m,82k,104m,98k,4g,4g,280s,7s,3,false,0.7999999999999999,true,true,0.8999999999999999
718,50m,114k,400,100ms,2.0,0.75,86m,92k,24m,46k,5g,6g,20s,4s,2,false,0.7999999999999999,true,false,0.7999999999999999
719,40m,100k,400,900ms,4.0,0.75,66m,44k,120m,52k,10g,10g,240s,5s,5,true,0.8999999999999999,false,false,0.7
720,100m,106k,300,700ms,1.5,0.75,68m,38k,112m,88k,9g,7g,380s,9s,3,false,0.7,false,false,0.7999999999999999
721,96m,124k,900,200ms,1.0,0.75,48m,40k,8m,104k,10g,5g,220s,5s,1,true,0.5,true,true,0.8999999999999999
722,116m,116k,300,400ms,1.0,0.25,94m,102k,24m,94k,10g,6g,320s,2s,7,false,0.8999999999999999,false,false,0.5
723,124m,114k,400,600ms,1.0,0.25,96m,84k,40m,52k,3g,1g,100s,3s,4,true,0.7,false,false,0.5
724,108m,82k,600,700ms,3.5,0.25,62m,92k,48m,126k,5g,5g,280s,2s,1,false,0.5,false,false,0.7
725,28m,120k,500,500ms,4.5,0.75,102m,72k,88m,100k,4g,2g,440s,3s,6,false,0.7999999999999999,false,true,0.7
726,18m,120k,800,100ms,2.0,0.25,26m,80k,48m,48k,9g,11g,140s,7s,5,true,0.8999999999999999,true,true,0.7
727,90m,106k,400,500ms,3.5,0.75,74m,62k,104m,20k,10g,5g,120s,1s,6,true,0.7999999999999999,false,true,0.8999999999999999
728,68m,32k,600,500ms,3.5,0.75,104m,66k,56m,112k,7g,5g,400s,5s,3,true,0.5,false,true,0.8999999999999999
729,106m,104k,300,700ms,2.5,0.5,98m,44k,32m,62k,1g,11g,200s,2s,7,true,0.7999999999999999,false,true,0.6
730,116m,96k,200,600ms,4.0,0.5,16m,6k,96m,114k,3g,10g,80s,3s,1,false,0.7999999999999999,true,false,0.5
731,98m,74k,200,400ms,4.5,0.25,14m,4k,64m,54k,1g,8g,60s,3s,3,true,0.8999999999999999,true,false,0.7999999999999999
732,28m,64k,400,300ms,2.5,0.5,46m,58k,48m,16k,3g,3g,100s,1s,6,false,0.6,true,false,0.6
733,40m,86k,900,100ms,3.5,0.75,102m,122k,8m,24k,4g,2g,80s,5s,6,false,0.8999999999999999,true,true,0.6
734,56m,10k,100,500ms,4.5,0.5,40m,106k,40m,76k,4g,4g,360s,9s,5,false,0.8999999999999999,true,false,0.6
735,112m,54k,100,500ms,2.5,0.25,14m,2k,88m,78k,1g,8g,260s,2s,2,false,0.5,true,false,0.6
736,62m,48k,800,100ms,2.0,0.25,50m,44k,104m,106k,1g,2g,220s,9s,2,true,0.7,true,true,0.8999999999999999
737,16m,98k,300,100ms,4.5,0.25,72m,62k,96m,46k,3g,7g,460s,9s,1,true,0.6,false,true,0.5
738,54m,70k,300,400ms,2.5,0.75,36m,56k,16m,70k,3g,5g,180s,5s,3,false,0.7,false,true,0.8999999999999999
739,36m,54k,800,100ms,3.0,0.5,78m,32k,40m,116k,4g,8g,360s,7s,7,false,0.6,false,true,0.7
740,92m,66k,800,400ms,3.0,0.5,122m,86k,8m,96k,2g,10g,240s,6s,7,false,0.7,false,false,0.7999999999999999
741,118m,84k,500,400ms,3.5,0.5,124m,122k,88m,44k,8g,9g,220s,1s,1,true,0.6,false,true,0.6
742,24m,82k,400,600ms,2.5,0.75,18m,50k,56m,14k,7g,4g,220s,1s,5,true,0.8999999999999999,false,false,0.6
743,78m,104k,400,600ms,4.5,0.75,14m,66k,48m,26k,1g,4g,60s,1s,4,false,0.7999999999999999,true,true,0.7999999999999999
744,126m,104k,100,200ms,1.0,0.75,110m,122k,8m,68k,3g,6g,260s,3s,4,false,0.7,true,false,0.7
745,110m,70k,200,900ms,3.0,0.5,102m,118k,32m,110k,6g,5g,280s,8s,5,true,0.8999999999999999,true,false,0.7
746,6m,20k,600,900ms,1.5,0.25,126m,66k,56m,34k,7g,3g,180s,7s,7,true,0.6,true,false,0.6
747,116m,120k,100,900ms,3.5,0.25,28m,102k,56m,34k,7g,2g,380s,7s,2,true,0.8999999999999999,false,true,0.6
748,26m,62k,800,400ms,2.5,0.5,108m,112k,40m,98k,10g,10g,180s,5s,6,true,0.8999999999999999,false,false,0.5
749,30m,6k,900,700ms,4.0,0.5,112m,98k,24m,84k,3g,10g,420s,4s,4,false,0.6,false,false,0.7999999999999999
750,18m,96k,500,300ms,4.0,0.75,4m,88k,120m,16k,7g,4g,400s,5s,2,false,0.7999999999999999,true,true,0.7999999999999999
751,52m,30k,400,900ms,3.5,0.5,68m,54k,32m,26k,9g,1g,40s,7s,4,true,0.7999999999999999,true,true,0.7999999999999999
752,8m,64k,600,600ms,2.0,0.75,56m,72k,24m,66k,3g,2g,300s,2s,5,false,0.6,true,true,0.8999999999999999
753,60m,94k,500,700ms,2.5,0.25,40m,6k,72m,74k,4g,9g,420s,5s,6,false,0.6,false,false,0.7999999999999999
754,126m,40k,600,300ms,3.0,0.5,4m,74k,8m,116k,4g,4g,140s,7s,2,true,0.8999999999999999,true,true,0.7
755,84m,66k,800,500ms,3.5,0.5,90m,38k,48m,86k,5g,5g,360s,6s,2,false,0.6,false,false,0.7
756,24m,4k,600,700ms,2.0,0.25,84m,42k,80m,96k,10g,8g,400s,7s,1,true,0.8999999999999999,true,false,0.8999999999999999
757,118m,46k,500,100ms,3.0,0.75,116m,104k,112m,78k,10g,1g,340s,3s,3,true,0.7999999999999999,false,true,0.8999999999999999
758,72m,76k,100,700ms,2.5,0.75,102m,54k,80m,56k,9g,9g,160s,9s,1,false,0.6,true,true,0.7999999999999999
759,58m,98k,200,600ms,2.0,0.75,72m,34k,72m,90k,1g,1g,80s,5s,4,true,0.7,false,true,0.7
760,10m,18k,400,700ms,1.0,0.75,74m,78k,24m,54k,10g,1g,40s,4s,3,true,0.5,false,false,0.6
761,92m,114k,400,700ms,1.5,0.5,24m,10k,96m,66k,1g,9g,400s,2s,6,false,0.6,false,false,0.6
762,26m,52k,900,200ms,3.0,0.25,52m,102k,120m,98k,10g,11g,440s,8s,5,false,0.7,false,false,0.6
763,6m,26k,300,400ms,2.5,0.75,16m,92k,120m,94k,4g,5g,300s,6s,7,true,0.5,false,true,0.7
764,74m,50k,300,900ms,4.5,0.75,44m,110k,80m,98k,2g,2g,100s,6s,3,false,0.5,false,false,0.8999999999999999
765,26m,4k,700,500ms,2.5,0.25,82m,102k,112m,62k,6g,7g,80s,8s,5,false,0.8999999999999999,false,true,0.7999999999999999
766,92m,54k,900,100ms,1.0,0.75,16m,80k,80m,114k,7g,1g,40s,2s,1,true,0.7999999999999999,true,false,0.7
767,4m,10k,900,100ms,2.0,0.75,100m,86k,24m,92k,10g,7g,320s,9s,3,false,0.7999999999999999,false,true,0.7999999999999999
768,70m,120k,300,100ms,2.5,0.75,30m,44k,64m,114k,7g,10g,60s,8s,3,false,0.7,false,false,0.6
769,36m,72k,100,500ms,3.5,0.75,106m,88k,88m,98k,10g,10g,40s,5s,2,false,0.7,false,false,0.7
770,72m,86k,800,600ms,4.0,0.75,84m,16k,40m,118k,9g,3g,240s,4s,1,true,0.5,false,false,0.7999999999999999
771,22m,44k,600,200ms,1.0,0.25,48m,108k,120m,80k,7g,5g,280s,6s,3,true,0.7,true,true,0.5
772,104m,114k,800,100ms,3.5,0.5,34m,104k,48m,54k,8g,11g,380s,5s,6,true,0.8999999999999999,false,false,0.8999999999999999
773,50m,102k,100,600ms,3.0,0.25,108m,112k,8m,2k,5g,7g,280s,4s,6,false,0.7999999999999999,false,false,0.8999999999999999
774,56m,82k,700,400ms,1.0,0.25,42m,90k,104m,124k,11g,6g,300s,3s,4,true,0.7999999999999999,false,false,0.7999999999999999
775,60m,68k,600,800ms,2.0,0.75,54m,64k,112m,84k,7g,8g,120s,7s,1,false,0.7,true,true,0.5
776,124m,14k,100,200ms,1.5,0.25,28m,32k,112m,100k,2g,4g,180s,4s,5,true,0.7,false,true,0.8999999999999999
777,126m,50k,600,900ms,2.0,0.5,96m,74k,8m,24k,8g,8g,120s,6s,3,false,0.7,false,false,0.8999999999999999
778,70m,40k,100,800ms,1.5,0.25,30m,32k,96m,58k,8g,7g,380s,6s,7,true,0.7999999999999999,true,false,0.5
779,24m,80k,800,600ms,4.5,0.25,50m,78k,56m,96k,4g,1g,280s,5s,1,false,0.6,true,true,0.7999999999999999
780,8m,78k,300,300ms,1.5,0.75,68m,72k,80m,106k,6g,9g,180s,6s,2,true,0.8999999999999999,false,false,0.7999999999999999
781,86m,16k,700,300ms,2.5,0.25,92m,46k,48m,30k,5g,5g,180s,3s,1,true,0.7999999999999999,true,false,0.7
782,60m,40k,600,100ms,4.0,0.5,82m,60k,16m,68k,9g,11g,60s,8s,3,true,0.7999999999999999,false,true,0.6
783,98m,18k,600,200ms,1.5,0.5,22m,78k,64m,124k,2g,11g,320s,5s,4,false,0.8999999999999999,true,true,0.6
784,28m,122k,500,200ms,1.5,0.75,2m,98k,40m,82k,11g,8g,300s,2s,4,true,0.7999999999999999,true,false,0.8999999999999999
785,48m,72k,500,400ms,2.5,0.5,66m,108k,8m,36k,10g,3g,200s,2s,6,true,0.7,true,false,0.8999999999999999
786,88m,76k,200,300ms,2.0,0.75,126m,102k,72m,98k,1g,5g,120s,3s,6,false,0.8999999999999999,true,true,0.7999999999999999
787,90m,120k,200,100ms,1.0,0.5,72m,108k,112m,72k,7g,7g,300s,4s,7,true,0.7999999999999999,true,true,0.8999999999999999
788,72m,20k,900,700ms,3.5,0.5,120m,52k,80m,62k,10g,4g,200s,4s,5,false,0.7999999999999999,true,false,0.7
789,40m,26k,700,200ms,2.5,0.75,6m,60k,40m,124k,8g,7g,360s,8s,2,false,0.7999999999999999,true,false,0.6
790,6m,98k,700,600ms,1.5,0.75,60m,26k,88m,8k,7g,1g,280s,3s,5,false,0.7999999999999999,true,true,0.6
791,102m,92k,300,200ms,4.0,0.5,114m,72k,64m,28k,6g,9g,20s,5s,1,true,0.5,false,false,0.6
792,122m,2k,900,300ms,2.0,0.75,110m,126k,96m,46k,4g,2g,80s,2s,2,true,0.7999999999999999,true,false,0.8999999999999999
793,32m,116k,400,900ms,4.5,0.25,72m,90k,88m,66k,7g,3g,260s,2s,6,false,0.7,false,false,0.7999999999999999
794,66m,18k,800,600ms,3.5,0.5,114m,4k,40m,102k,8g,9g,80s,4s,7,false,0.7,true,false,0.7999999999999999
795,40m,88k,500,500ms,2.0,0.5,30m,52k,16m,126k,10g,3g,400s,8s,1,true,0.7,true,true,0.6
796,26m,30k,600,100ms,4.0,0.25,42m,44k,96m,22k,10g,7g,360s,1s,4,false,0.6,true,false,0.7999999999999999
797,30m,100k,300,500ms,2.0,0.25,10m,2k,32m,8k,11g,11g,20s,7s,2,true,0.8999999999999999,false,false,0.7
798,100m,126k,800,100ms,3.5,0.75,122m,10k,112m,44k,1g,10g,420s,5s,6,false,0.5,true,false,0.6
799,68m,44k,800,700ms,2.5,0.25,58m,16k,16m,6k,10g,9g,380s,2s,4,false,0.5,true,false,0.7
800,10m,60k,800,600ms,4.5,0.5,44m,98k,56m,48k,11g,7g,460s,6s,5,false,0.7,true,true,0.7999999999999999
801,92m,54k,900,600ms,4.0,0.5,106m,10k,40m,50k,4g,7g,440s,2s,1,true,0.7,false,true,0.7999999999999999
802,24m,74k,600,200ms,3.0,0.5,2m,42k,120m,90k,4g,2g,380s,9s,1,false,0.7,true,true,0.8999999999999999
803,40m,32k,900,400ms,3.0,0.5,66m,26k,48m,86k,2g,4g,80s,2s,7,true,0.8999999999999999,false,true,0.7
804,50m,50k,900,200ms,3.5,0.5,98m,54k,112m,118k,6g,10g,100s,1s,7,true,0.7999999999999999,true,true,0.6
805,4m,118k,400,100ms,2.5,0.75,82m,14k,120m,28k,4g,6g,380s,5s,3,false,0.5,true,false,0.6
806,64m,126k,800,300ms,3.5,0.75,68m,106k,72m,56k,10g,8g,120s,1s,7,true,0.5,false,true,0.6
807,22m,94k,100,200ms,2.5,0.75,112m,110k,88m,2k,9g,2g,480s,4s,5,true,0.6,false,true,0.7
808,106m,50k,200,800ms,3.5,0.25,62m,34k,40m,44k,7g,3g,40s,3s,6,false,0.7,false,false,0.8999999999999999
809,86m,6k,500,500ms,2.5,0.75,116m,96k,72m,98k,2g,1g,100s,3s,4,true,0.7,false,false,0.6
810,80m,60k,600,400ms,3.5,0.25,8m,102k,64m,52k,11g,7g,320s,1s,6,false,0.5,true,true,0.7
811,8m,60k,800,400ms,1.0,0.75,84m,108k,56m,84k,11g,5g,40s,3s,5,false,0.5,false,true,0.5
812,112m,92k,700,600ms,2.0,0.5,76m,80k,16m,68k,9g,8g,220s,9s,2,true,0.5,true,true,0.7
813,80m,14k,700,800ms,1.5,0.25,30m,26k,16m,120k,1g,2g,140s,7s,5,true,0.5,false,true,0.7
814,100m,64k,800,400ms,4.5,0.75,122m,22k,88m,66k,7g,9g,100s,5s,4,true,0.7999999999999999,false,true,0.5
815,24m,92k,400,900ms,4.5,0.5,86m,116k,112m,46k,1g,5g,20s,8s,1,false,0.6,false,true,0.6
816,124m,30k,400,600ms,1.5,0.25,118m,66k,88m,12k,2g,3g,40s,1s,7,true,0.5,false,true,0.7
817,62m,66k,300,500ms,4.0,0.5,62m,38k,112m,84k,5g,7g,100s,4s,6,false,0.6,false,false,0.5
818,2m,18k,900,600ms,3.0,0.5,42m,102k,80m,40k,10g,3g,440s,7s,7,true,0.7999999999999999,false,false,0.5
819,84m,114k,100,600ms,1.5,0.75,66m,46k,56m,22k,3g,6g,440s,1s,2,false,0.7,false,true,0.5
820,16m,84k,300,500ms,3.5,0.5,112m,78k,24m,68k,9g,7g,140s,5s,5,false,0.8999999999999999,true,false,0.7
821,26m,56k,900,700ms,3.5,0.5,102m,92k,56m,92k,8g,9g,160s,1s,2,false,0.6,false,false,0.8999999999999999
822,46m,92k,800,100ms,3.0,0.25,90m,48k,48m,78k,11g,1g,220s,2s,4,false,0.5,true,true,0.7
823,118m,70k,200,500ms,2.5,0.25,40m,92k,72m,56k,4g,3g,20s,2s,3,false,0.7999999999999999,true,true,0.5
824,116m,78k,400,700ms,1.0,0.25,70m,36k,24m,24k,3g,11g,260s,5s,1,true,0.5,true,true,0.6
825,24m,86k,300,100ms,4.0,0.25,30m,14k,96m,126k,4g,3g,240s,2s,5,false,0.7999999999999999,true,true,0.5
826,102m,56k,700,400ms,2.0,0.5,122m,106k,96m,48k,2g,6g,40s,9s,2,true,0.7,true,false,0.7999999999999999
