,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
1494,34m,92k,900,300ms,2.5,0.5,122m,78k,32m,20k,4g,8g,120s,7s,3,true,0.7999999999999999,false,true,0.7
1495,32m,96k,300,500ms,4.0,0.25,62m,120k,32m,70k,8g,4g,40s,4s,5,true,0.5,false,false,0.7
1496,14m,40k,200,800ms,2.5,0.25,32m,12k,96m,68k,5g,4g,60s,2s,6,true,0.7999999999999999,false,false,0.5
1497,104m,22k,900,500ms,3.5,0.5,90m,106k,104m,12k,1g,8g,360s,4s,7,true,0.6,false,false,0.7999999999999999
1498,18m,60k,500,100ms,2.5,0.75,64m,76k,80m,30k,1g,8g,400s,9s,5,false,0.6,true,true,0.8999999999999999
1499,12m,96k,800,900ms,4.0,0.75,96m,84k,112m,50k,11g,5g,380s,5s,5,false,0.7999999999999999,true,false,0.6
1500,50m,28k,200,100ms,2.0,0.25,118m,34k,16m,18k,9g,9g,140s,6s,6,true,0.7,false,true,0.7999999999999999
1501,12m,46k,700,700ms,3.0,0.5,32m,118k,8m,78k,5g,6g,160s,9s,4,false,0.6,false,false,0.8999999999999999
1502,12m,8k,500,900ms,1.5,0.5,44m,22k,112m,46k,3g,6g,440s,3s,1,false,0.7,true,false,0.7999999999999999
1503,56m,2k,200,700ms,3.0,0.75,44m,68k,48m,110k,9g,10g,140s,2s,3,false,0.5,true,false,0.7
1504,36m,26k,800,600ms,1.0,0.25,114m,60k,72m,42k,2g,6g,100s,6s,4,false,0.8999999999999999,false,false,0.7999999999999999
1505,22m,122k,500,900ms,3.0,0.5,110m,80k,32m,122k,8g,8g,320s,7s,4,false,0.7999999999999999,true,true,0.5
1506,72m,24k,800,300ms,4.0,0.5,72m,2k,64m,86k,7g,2g,100s,4s,5,true,0.7999999999999999,false,false,0.7999999999999999
1507,62m,86k,700,600ms,4.5,0.5,62m,58k,88m,108k,10g,7g,340s,5s,4,true,0.7999999999999999,false,true,0.5
1508,70m,118k,300,200ms,4.0,0.75,68m,48k,120m,74k,1g,10g,20s,4s,7,false,0.7,true,true,0.7999999999999999
1509,74m,6k,100,400ms,3.0,0.5,8m,28k,88m,16k,3g,4g,60s,7s,7,false,0.5,true,false,0.7999999999999999
1510,106m,86k,200,400ms,2.0,0.25,118m,118k,48m,82k,10g,4g,20s,8s,2,true,0.8999999999999999,false,false,0.5
1511,116m,116k,200,100ms,4.5,0.25,92m,64k,104m,40k,10g,8g,100s,7s,3,false,0.7999999999999999,true,false,0.6
1512,112m,34k,500,700ms,1.0,0.5,38m,38k,88m,100k,7g,5g,180s,2s,1,false,0.7,false,true,0.8999999999999999
1513,10m,96k,800,900ms,3.5,0.75,112m,82k,120m,70k,2g,3g,460s,6s,3,false,0.6,false,true,0.7
1514,44m,62k,500,600ms,1.0,0.25,8m,2k,32m,58k,5g,2g,180s,5s,7,true,0.7,false,true,0.6
1515,86m,4k,700,700ms,2.0,0.75,124m,126k,120m,84k,2g,6g,440s,4s,7,false,0.6,true,false,0.6
1516,64m,52k,300,500ms,3.0,0.5,42m,124k,16m,82k,10g,10g,320s,3s,2,false,0.6,true,false,0.5
1517,22m,32k,500,300ms,2.0,0.75,22m,32k,64m,58k,11g,4g,180s,1s,2,true,0.6,false,true,0.5
1518,72m,28k,900,200ms,3.0,0.5,60m,22k,88m,74k,8g,5g,400s,9s,5,true,0.7999999999999999,false,false,0.8999999999999999
1519,76m,22k,300,800ms,3.5,0.75,66m,52k,32m,92k,9g,10g,300s,1s,5,false,0.5,false,false,0.8999999999999999
1520,2m,38k,400,900ms,2.5,0.25,98m,78k,40m,60k,3g,2g,40s,4s,2,false,0.7999999999999999,false,false,0.6
1521,2m,48k,100,300ms,4.5,0.75,38m,56k,16m,106k,6g,2g,100s,2s,5,true,0.6,false,false,0.7999999999999999
1522,116m,32k,900,900ms,1.5,0.25,8m,40k,48m,44k,5g,1g,340s,9s,6,true,0.7999999999999999,true,false,0.8999999999999999
1523,98m,6k,200,700ms,1.5,0.25,60m,68k,64m,48k,9g,1g,20s,6s,1,false,0.7,true,true,0.7999999999999999
1524,12m,106k,200,700ms,1.5,0.5,16m,104k,72m,42k,1g,8g,440s,1s,2,false,0.7999999999999999,true,false,0.7999999999999999
1525,64m,4k,400,200ms,3.5,0.25,4m,108k,32m,46k,9g,9g,340s,9s,2,true,0.8999999999999999,true,true,0.7999999999999999
1526,10m,50k,500,400ms,3.0,0.75,22m,54k,96m,126k,3g,9g,60s,9s,3,true,0.8999999999999999,false,false,0.6
1527,12m,44k,200,100ms,2.0,0.75,100m,86k,112m,62k,4g,6g,140s,5s,2,false,0.8999999999999999,true,true,0.8999999999999999
1528,98m,16k,700,400ms,3.0,0.25,82m,72k,80m,28k,4g,3g,220s,9s,2,true,0.7999999999999999,true,false,0.8999999999999999
1529,64m,10k,100,800ms,4.5,0.25,24m,64k,40m,40k,8g,7g,200s,8s,1,true,0.7999999999999999,true,false,0.8999999999999999
1530,60m,78k,700,900ms,3.5,0.75,60m,26k,120m,16k,9g,5g,300s,6s,5,false,0.7,false,true,0.7
1531,12m,126k,100,600ms,3.5,0.25,32m,38k,88m,64k,1g,3g,80s,4s,2,false,0.8999999999999999,false,false,0.7
1532,20m,88k,300,300ms,1.5,0.25,102m,34k,24m,94k,6g,10g,180s,2s,5,true,0.6,false,true,0.5
1533,86m,90k,300,700ms,1.0,0.25,112m,44k,104m,40k,5g,5g,420s,3s,5,true,0.7999999999999999,false,false,0.7
1534,24m,52k,400,300ms,2.5,0.5,116m,30k,40m,34k,8g,7g,20s,8s,3,false,0.5,true,false,0.7
1535,14m,36k,600,500ms,2.5,0.5,10m,18k,96m,30k,3g,2g,40s,2s,7,false,0.8999999999999999,true,true,0.8999999999999999
1536,76m,84k,400,100ms,2.5,0.5,24m,114k,112m,100k,6g,4g,240s,4s,2,true,0.7999999999999999,false,true,0.8999999999999999
1537,44m,46k,500,500ms,4.5,0.75,26m,62k,24m,126k,11g,9g,60s,3s,5,true,0.8999999999999999,true,false,0.7999999999999999
1538,122m,54k,100,700ms,2.0,0.25,76m,14k,72m,12k,9g,4g,320s,2s,5,false,0.7,false,false,0.8999999999999999
1539,78m,68k,300,500ms,3.0,0.25,24m,16k,96m,56k,1g,10g,100s,5s,5,false,0.5,true,false,0.7
1540,68m,126k,800,900ms,1.0,0.25,48m,56k,40m,60k,9g,9g,80s,9s,5,true,0.7999999999999999,true,true,0.7
1541,124m,64k,700,800ms,2.5,0.25,44m,42k,120m,8k,1g,4g,20s,2s,6,true,0.7,true,true,0.7999999999999999
1542,18m,22k,800,200ms,1.5,0.5,20m,16k,8m,4k,5g,11g,280s,9s,7,false,0.8999999999999999,true,false,0.8999999999999999
1543,68m,88k,300,300ms,4.0,0.25,78m,54k,56m,114k,7g,4g,280s,4s,1,false,0.7999999999999999,true,true,0.6
1544,64m,104k,400,400ms,3.5,0.75,16m,62k,24m,4k,2g,3g,60s,9s,7,false,0.5,false,true,0.8999999999999999
1545,28m,58k,700,700ms,2.0,0.75,22m,108k,40m,124k,11g,7g,100s,7s,5,true,0.6,true,false,0.7
1546,30m,110k,800,400ms,3.5,0.75,118m,86k,64m,44k,1g,8g,60s,9s,4,false,0.8999999999999999,true,false,0.5
1547,60m,50k,700,800ms,2.0,0.75,58m,56k,88m,86k,9g,5g,420s,9s,7,false,0.8999999999999999,true,true,0.5
1548,122m,74k,700,700ms,2.0,0.75,68m,56k,96m,42k,5g,5g,180s,6s,3,false,0.8999999999999999,true,true,0.7999999999999999
1549,60m,20k,600,300ms,2.0,0.5,62m,36k,96m,66k,4g,11g,360s,3s,5,true,0.7,false,true,0.7999999999999999
1550,96m,76k,200,800ms,1.0,0.25,8m,58k,16m,92k,1g,9g,320s,5s,7,false,0.6,true,false,0.7
1551,6m,66k,300,600ms,2.0,0.75,122m,40k,24m,44k,2g,9g,140s,2s,2,true,0.6,false,false,0.8999999999999999
1552,66m,96k,400,700ms,3.5,0.75,30m,52k,56m,100k,6g,5g,200s,3s,5,false,0.5,true,false,0.8999999999999999
1553,58m,108k,900,400ms,1.0,0.25,92m,56k,16m,8k,10g,6g,380s,1s,6,false,0.8999999999999999,true,true,0.7999999999999999
1554,54m,94k,800,400ms,3.5,0.75,66m,122k,120m,32k,5g,10g,440s,8s,2,true,0.7,false,false,0.6
1555,68m,8k,700,600ms,3.5,0.75,54m,64k,32m,36k,2g,4g,40s,6s,6,false,0.5,false,false,0.5
1556,46m,38k,800,500ms,3.0,0.75,100m,52k,16m,74k,6g,11g,220s,7s,1,true,0.5,true,true,0.8999999999999999
1557,22m,42k,500,800ms,2.0,0.75,34m,116k,48m,4k,6g,2g,100s,9s,2,true,0.7999999999999999,false,true,0.8999999999999999
1558,66m,20k,100,100ms,4.5,0.75,14m,96k,88m,110k,2g,4g,460s,3s,4,false,0.7,true,false,0.5
1559,110m,56k,300,400ms,2.5,0.75,84m,64k,120m,66k,2g,9g,240s,9s,7,true,0.7999999999999999,false,true,0.7999999999999999
1560,32m,86k,700,300ms,4.0,0.25,106m,48k,32m,40k,10g,1g,460s,6s,3,false,0.8999999999999999,true,false,0.8999999999999999
1561,48m,36k,200,600ms,1.0,0.25,78m,36k,64m,16k,6g,1g,120s,4s,2,false,0.7,true,false,0.6
1562,86m,82k,100,900ms,4.5,0.5,28m,66k,16m,42k,8g,4g,460s,8s,2,true,0.7,true,true,0.6
1563,22m,46k,500,500ms,2.5,0.5,54m,84k,112m,6k,10g,4g,200s,3s,3,true,0.8999999999999999,true,false,0.5
1564,88m,18k,400,100ms,1.5,0.25,94m,62k,8m,68k,6g,11g,280s,4s,2,true,0.8999999999999999,true,true,0.6
1565,64m,94k,400,500ms,1.5,0.25,68m,60k,96m,70k,4g,9g,440s,5s,1,false,0.7999999999999999,false,true,0.6
1566,16m,8k,900,800ms,3.5,0.25,44m,24k,72m,108k,8g,2g,300s,8s,5,true,0.7999999999999999,false,true,0.5
1567,14m,28k,600,200ms,3.0,0.25,30m,70k,40m,70k,5g,2g,380s,5s,6,false,0.6,false,false,0.7999999999999999
1568,116m,54k,900,700ms,3.0,0.75,86m,90k,24m,98k,1g,3g,100s,3s,2,false,0.8999999999999999,false,false,0.7
1569,58m,112k,800,100ms,3.0,0.5,14m,118k,120m,6k,2g,8g,240s,2s,6,false,0.7,false,false,0.7
1570,22m,40k,100,900ms,1.0,0.5,82m,24k,8m,68k,7g,10g,120s,9s,4,false,0.7999999999999999,false,false,0.6
1571,18m,94k,300,800ms,2.5,0.5,118m,52k,16m,24k,5g,11g,380s,5s,6,false,0.7,true,true,0.8999999999999999
1572,16m,84k,700,500ms,3.0,0.5,66m,18k,32m,114k,7g,8g,40s,4s,5,false,0.5,false,false,0.6
1573,124m,82k,800,200ms,1.5,0.25,104m,114k,120m,62k,6g,11g,340s,7s,1,true,0.7,true,true,0.7
1574,70m,42k,300,200ms,2.5,0.75,68m,110k,16m,56k,9g,6g,160s,3s,7,true,0.6,true,true,0.7
1575,42m,8k,100,700ms,2.0,0.75,10m,106k,8m,82k,3g,11g,340s,5s,2,true,0.8999999999999999,true,true,0.6
1576,82m,76k,200,600ms,2.5,0.75,112m,110k,24m,120k,1g,2g,240s,9s,6,true,0.7,true,false,0.7
1577,26m,28k,300,800ms,1.0,0.5,12m,54k,88m,122k,5g,4g,20s,9s,4,false,0.7,false,true,0.7999999999999999
1578,10m,4k,300,200ms,1.5,0.5,88m,20k,88m,6k,3g,9g,180s,6s,1,true,0.5,true,false,0.6
1579,126m,64k,300,700ms,2.0,0.5,16m,66k,72m,94k,11g,11g,280s,2s,1,true,0.7,false,true,0.6
1580,80m,62k,200,500ms,4.5,0.25,84m,100k,72m,86k,10g,1g,160s,9s,3,true,0.5,true,false,0.8999999999999999
1581,2m,6k,200,100ms,3.5,0.5,92m,68k,8m,56k,11g,9g,220s,3s,1,true,0.7999999999999999,false,false,0.7
1582,106m,46k,600,200ms,3.5,0.25,20m,114k,48m,100k,5g,9g,60s,9s,1,true,0.6,true,true,0.8999999999999999
1583,92m,122k,700,800ms,1.0,0.75,50m,18k,24m,36k,7g,10g,120s,7s,4,false,0.7999999999999999,false,false,0.5
1584,96m,34k,800,500ms,1.5,0.75,112m,56k,56m,74k,5g,10g,460s,4s,2,false,0.6,true,true,0.7
1585,112m,58k,600,500ms,1.0,0.25,92m,18k,56m,104k,2g,7g,20s,2s,3,true,0.8999999999999999,false,false,0.8999999999999999
1586,4m,74k,300,800ms,2.5,0.5,72m,116k,80m,50k,5g,4g,140s,9s,2,true,0.5,false,false,0.7999999999999999
1587,82m,74k,700,300ms,1.5,0.25,8m,62k,32m,76k,6g,8g,340s,1s,1,false,0.6,false,false,0.7999999999999999
1588,54m,20k,200,500ms,2.0,0.25,44m,106k,64m,20k,5g,1g,120s,1s,4,false,0.5,false,false,0.5
1589,32m,114k,700,200ms,1.0,0.5,44m,18k,40m,74k,11g,10g,380s,1s,5,false,0.7,false,false,0.7
1590,28m,16k,200,200ms,3.0,0.75,112m,86k,16m,102k,9g,9g,180s,8s,3,false,0.7999999999999999,true,false,0.8999999999999999
1591,72m,12k,800,400ms,3.5,0.25,68m,50k,80m,64k,7g,1g,480s,2s,2,false,0.6,true,true,0.7999999999999999
1592,18m,120k,400,500ms,4.5,0.75,74m,124k,16m,90k,1g,1g,160s,5s,4,false,0.6,true,true,0.6
1593,16m,12k,300,300ms,4.0,0.5,68m,64k,104m,106k,9g,5g,320s,8s,7,false,0.7999999999999999,true,false,0.6
1594,16m,100k,500,500ms,1.0,0.75,70m,106k,72m,64k,2g,5g,260s,7s,2,true,0.5,false,false,0.6
1595,10m,64k,400,400ms,2.5,0.25,56m,84k,120m,20k,10g,11g,360s,6s,1,true,0.6,false,true,0.8999999999999999
1596,84m,66k,300,500ms,2.0,0.75,60m,88k,24m,78k,5g,8g,240s,7s,6,true,0.6,true,false,0.7
1597,90m,66k,900,200ms,4.0,0.25,44m,38k,24m,16k,1g,2g,40s,6s,1,false,0.8999999999999999,false,false,0.6
1598,94m,16k,100,300ms,3.5,0.5,72m,106k,80m,58k,6g,1g,420s,9s,7,false,0.7999999999999999,true,true,0.7
1599,16m,70k,600,500ms,3.0,0.5,58m,2k,64m,82k,1g,2g,240s,2s,4,true,0.8999999999999999,false,true,0.7999999999999999
1600,16m,64k,400,800ms,3.5,0.25,50m,118k,48m,120k,11g,3g,260s,7s,2,false,0.6,true,true,0.8999999999999999
1601,110m,46k,200,400ms,1.5,0.5,38m,14k,32m,80k,10g,9g,240s,4s,1,false,0.8999999999999999,false,true,0.6
1602,72m,30k,800,700ms,4.5,0.5,116m,86k,80m,28k,6g,1g,140s,8s,4,true,0.7,false,false,0.6
1603,4m,100k,100,200ms,1.5,0.75,24m,18k,120m,100k,1g,3g,420s,6s,6,true,0.7999999999999999,true,false,0.7
1604,44m,96k,600,400ms,2.5,0.25,46m,110k,80m,58k,9g,1g,380s,6s,2,true,0.8999999999999999,true,false,0.7999999999999999
1605,28m,48k,400,700ms,1.0,0.25,52m,68k,8m,52k,7g,1g,400s,5s,6,true,0.7,false,false,0.7
1606,68m,26k,200,600ms,4.5,0.25,20m,122k,88m,22k,9g,9g,120s,2s,1,false,0.6,false,true,0.7999999999999999
1607,40m,64k,100,500ms,3.0,0.75,112m,70k,120m,102k,7g,5g,80s,4s,2,false,0.7,false,true,0.8999999999999999
1608,56m,44k,500,500ms,2.0,0.25,84m,80k,80m,6k,7g,2g,260s,5s,4,true,0.7999999999999999,false,true,0.7999999999999999
1609,108m,108k,400,100ms,1.0,0.25,88m,36k,104m,94k,8g,5g,100s,6s,7,true,0.8999999999999999,false,true,0.8999999999999999
1610,102m,60k,400,400ms,1.5,0.5,46m,70k,88m,30k,8g,8g,460s,2s,2,false,0.7999999999999999,false,true,0.8999999999999999
1611,12m,64k,300,100ms,2.5,0.5,26m,122k,48m,82k,8g,10g,180s,4s,3,false,0.6,true,false,0.8999999999999999
1612,18m,94k,300,600ms,1.5,0.5,46m,64k,80m,90k,10g,5g,260s,8s,6,false,0.5,true,false,0.7
1613,76m,98k,400,500ms,4.0,0.5,26m,72k,112m,90k,6g,11g,380s,6s,4,true,0.7999999999999999,true,false,0.7999999999999999
1614,44m,40k,900,400ms,3.5,0.5,52m,14k,16m,122k,7g,4g,140s,4s,1,true,0.6,true,false,0.6
1615,104m,116k,700,100ms,1.0,0.25,30m,96k,104m,16k,1g,7g,400s,3s,7,false,0.7,false,false,0.5
1616,26m,32k,300,400ms,2.5,0.5,58m,86k,24m,112k,1g,7g,300s,4s,5,false,0.8999999999999999,true,true,0.6
1617,126m,82k,400,200ms,1.5,0.5,52m,58k,16m,34k,1g,3g,80s,2s,2,false,0.7999999999999999,true,true,0.6
1618,94m,102k,300,800ms,1.5,0.75,82m,8k,56m,70k,1g,4g,20s,6s,2,true,0.8999999999999999,false,true,0.6
1619,104m,122k,300,100ms,4.0,0.75,42m,18k,112m,86k,6g,4g,20s,8s,4,false,0.5,false,true,0.7
1620,104m,66k,100,300ms,2.5,0.25,24m,4k,40m,20k,1g,6g,280s,7s,6,true,0.7,false,false,0.5
1621,70m,10k,600,600ms,1.0,0.25,18m,48k,96m,16k,10g,7g,220s,2s,4,false,0.7,false,true,0.8999999999999999
1622,118m,126k,600,900ms,3.0,0.75,28m,104k,80m,10k,4g,10g,440s,4s,3,false,0.5,false,false,0.7
1623,88m,94k,500,500ms,4.0,0.25,42m,12k,112m,14k,4g,1g,180s,9s,6,true,0.7999999999999999,false,true,0.5
1624,114m,66k,900,300ms,1.0,0.25,40m,48k,40m,52k,5g,11g,140s,7s,3,true,0.7,true,true,0.6
1625,20m,112k,200,300ms,1.5,0.25,46m,106k,24m,122k,6g,4g,400s,2s,2,true,0.5,true,true,0.8999999999999999
1626,22m,42k,400,500ms,3.0,0.75,32m,6k,40m,2k,6g,3g,380s,5s,1,true,0.8999999999999999,true,false,0.7
1627,10m,106k,600,600ms,3.0,0.5,62m,120k,120m,20k,10g,1g,420s,7s,7,true,0.7,false,true,0.6
1628,74m,62k,700,800ms,4.0,0.25,102m,106k,40m,74k,10g,8g,180s,8s,2,false,0.8999999999999999,false,false,0.7999999999999999
1629,84m,96k,800,500ms,3.0,0.5,26m,12k,8m,108k,6g,6g,340s,8s,2,false,0.7999999999999999,true,false,0.7999999999999999
1630,84m,82k,600,600ms,3.0,0.5,50m,12k,48m,112k,8g,2g,20s,4s,5,false,0.8999999999999999,false,true,0.8999999999999999
1631,46m,48k,500,300ms,3.0,0.5,114m,16k,64m,114k,11g,7g,260s,7s,7,true,0.6,false,true,0.6
1632,102m,126k,600,400ms,4.0,0.75,94m,92k,48m,96k,6g,3g,40s,4s,5,true,0.6,false,false,0.7999999999999999
1633,70m,50k,600,100ms,3.5,0.75,104m,80k,32m,76k,8g,5g,380s,9s,4,true,0.7,false,true,0.8999999999999999
1634,56m,44k,600,200ms,4.5,0.25,30m,52k,32m,116k,2g,7g,140s,4s,7,false,0.5,true,false,0.6
1635,126m,80k,600,600ms,4.5,0.75,8m,4k,64m,86k,4g,9g,400s,4s,5,true,0.8999999999999999,true,true,0.7999999999999999
1636,90m,12k,900,800ms,4.5,0.75,50m,10k,88m,78k,8g,2g,260s,3s,7,false,0.6,false,false,0.7
1637,112m,66k,900,400ms,2.5,0.5,74m,26k,8m,92k,11g,1g,60s,4s,3,false,0.6,false,false,0.7
1638,80m,62k,300,800ms,1.5,0.75,84m,126k,56m,122k,3g,9g,440s,5s,6,false,0.8999999999999999,true,false,0.7
1639,96m,94k,200,900ms,3.5,0.25,34m,12k,8m,120k,3g,5g,480s,7s,3,true,0.7999999999999999,false,false,0.6
1640,92m,38k,400,800ms,4.5,0.5,92m,112k,32m,98k,6g,8g,420s,9s,6,false,0.6,true,true,0.7
1641,100m,96k,300,900ms,1.0,0.25,68m,108k,80m,66k,5g,9g,160s,3s,2,true,0.7,false,true,0.7
1642,106m,72k,500,700ms,4.5,0.25,8m,48k,56m,80k,6g,7g,300s,5s,2,false,0.7,false,false,0.6
1643,72m,74k,400,500ms,2.0,0.75,72m,112k,32m,30k,1g,11g,60s,9s,3,true,0.6,true,false,0.8999999999999999
1644,36m,62k,800,400ms,3.5,0.25,110m,54k,24m,50k,3g,8g,320s,1s,3,false,0.8999999999999999,true,true,0.7
1645,64m,94k,800,200ms,1.5,0.5,32m,42k,96m,4k,8g,11g,280s,1s,5,false,0.6,false,true,0.8999999999999999
1646,54m,54k,400,700ms,4.0,0.75,80m,120k,120m,100k,11g,9g,220s,1s,2,false,0.8999999999999999,false,false,0.6
1647,30m,82k,300,800ms,3.0,0.5,100m,64k,72m,54k,3g,9g,320s,7s,5,true,0.5,false,true,0.7
1648,30m,48k,300,700ms,4.0,0.5,4m,46k,80m,72k,3g,9g,140s,9s,4,true,0.7999999999999999,false,true,0.8999999999999999
1649,2m,74k,800,200ms,4.0,0.25,40m,16k,120m,56k,7g,1g,300s,2s,6,true,0.8999999999999999,true,true,0.7
1650,30m,40k,400,300ms,2.0,0.5,18m,2k,56m,114k,4g,3g,240s,4s,1,true,0.6,true,false,0.7999999999999999
1651,112m,32k,800,700ms,1.5,0.75,72m,96k,48m,78k,7g,10g,120s,3s,1,false,0.6,true,false,0.8999999999999999
1652,36m,12k,700,700ms,4.5,0.75,98m,36k,112m,78k,1g,3g,180s,2s,2,false,0.7,false,false,0.6
1653,72m,62k,500,600ms,2.0,0.25,88m,12k,80m,70k,1g,1g,60s,3s,7,false,0.7999999999999999,false,true,0.5
1654,4m,72k,800,400ms,2.0,0.25,34m,2k,48m,18k,5g,8g,400s,9s,3,false,0.7,true,false,0.7999999999999999
1655,2m,62k,600,200ms,3.0,0.5,88m,12k,24m,46k,2g,5g,220s,1s,5,false,0.6,true,true,0.8999999999999999
1656,78m,36k,800,200ms,3.5,0.25,122m,116k,120m,60k,2g,10g,420s,1s,6,true,0.7,true,true,0.7
1657,74m,94k,700,600ms,4.5,0.25,52m,94k,104m,36k,9g,9g,60s,5s,4,false,0.5,false,true,0.7
1658,124m,58k,500,900ms,2.5,0.5,2m,44k,88m,70k,10g,10g,400s,3s,4,true,0.7,false,true,0.8999999999999999
1659,60m,62k,700,700ms,1.5,0.75,10m,122k,24m,52k,2g,2g,60s,9s,4,false,0.5,false,false,0.5
1660,32m,108k,500,900ms,2.0,0.75,24m,94k,72m,36k,2g,2g,140s,7s,5,true,0.7999999999999999,true,false,0.6
1661,68m,54k,500,600ms,3.0,0.75,94m,100k,80m,44k,3g,11g,80s,6s,3,true,0.6,false,false,0.5
1662,18m,44k,300,600ms,1.0,0.5,116m,104k,104m,76k,8g,2g,480s,7s,5,true,0.6,false,true,0.6
1663,34m,82k,100,600ms,3.0,0.25,100m,38k,48m,120k,9g,11g,40s,3s,6,true,0.7999999999999999,true,false,0.7999999999999999
1664,86m,60k,800,400ms,3.0,0.75,2m,40k,8m,66k,2g,7g,140s,4s,2,false,0.5,false,true,0.7
1665,116m,2k,300,700ms,1.0,0.75,44m,32k,104m,126k,2g,11g,340s,6s,2,false,0.5,false,true,0.7999999999999999
1666,96m,110k,200,400ms,3.0,0.25,68m,114k,64m,102k,6g,11g,460s,4s,3,false,0.7999999999999999,true,true,0.5
1667,26m,88k,300,900ms,2.0,0.5,4m,60k,48m,96k,9g,10g,400s,5s,3,false,0.7999999999999999,false,true,0.6
1668,16m,108k,900,500ms,3.5,0.75,36m,84k,104m,64k,4g,1g,320s,6s,3,true,0.5,false,false,0.8999999999999999
1669,114m,24k,100,100ms,2.0,0.5,106m,80k,40m,90k,10g,9g,220s,5s,7,true,0.5,false,false,0.7
1670,64m,12k,400,300ms,4.0,0.75,10m,60k,40m,58k,3g,11g,260s,8s,1,false,0.5,true,true,0.7999999999999999
1671,14m,66k,100,200ms,4.0,0.25,26m,48k,16m,44k,1g,5g,100s,5s,2,false,0.6,true,true,0.7
1672,112m,102k,700,800ms,4.0,0.75,126m,64k,112m,20k,2g,1g,380s,9s,7,false,0.8999999999999999,false,true,0.6
1673,72m,14k,300,900ms,4.0,0.25,64m,10k,112m,90k,9g,2g,340s,1s,1,false,0.8999999999999999,true,false,0.8999999999999999
1674,84m,30k,700,800ms,4.0,0.75,34m,76k,40m,84k,6g,5g,280s,5s,7,true,0.7999999999999999,true,false,0.5
1675,40m,74k,200,100ms,3.0,0.75,106m,82k,16m,112k,2g,5g,280s,3s,4,false,0.5,true,false,0.7999999999999999
1676,10m,8k,400,700ms,4.5,0.75,70m,24k,120m,26k,8g,10g,420s,8s,5,false,0.5,false,false,0.7
1677,18m,42k,100,400ms,1.0,0.75,122m,14k,48m,74k,7g,7g,480s,1s,1,false,0.7,true,true,0.7
1678,108m,50k,700,600ms,3.5,0.75,40m,28k,88m,76k,3g,1g,240s,7s,7,true,0.7999999999999999,false,true,0.7999999999999999
1679,58m,56k,900,300ms,4.5,0.25,18m,42k,120m,38k,10g,9g,240s,2s,2,true,0.7999999999999999,false,true,0.5
1680,70m,56k,500,700ms,1.5,0.5,90m,52k,8m,102k,2g,8g,260s,4s,1,true,0.5,true,false,0.6
1681,84m,96k,300,300ms,2.5,0.25,100m,64k,40m,14k,3g,10g,340s,1s,3,true,0.7999999999999999,true,true,0.8999999999999999
1682,20m,36k,100,600ms,3.0,0.25,108m,100k,40m,118k,3g,4g,460s,7s,6,false,0.6,true,false,0.7999999999999999
1683,48m,88k,900,300ms,1.0,0.5,22m,38k,88m,56k,4g,5g,420s,8s,7,true,0.7999999999999999,false,false,0.8999999999999999
1684,80m,6k,300,100ms,4.5,0.75,74m,12k,112m,126k,5g,6g,280s,6s,3,true,0.5,false,false,0.7999999999999999
1685,50m,2k,800,100ms,2.0,0.25,122m,88k,112m,74k,6g,8g,380s,8s,6,false,0.6,true,false,0.7
1686,4m,2k,600,800ms,1.0,0.5,118m,52k,48m,28k,11g,3g,20s,7s,6,false,0.8999999999999999,true,false,0.7999999999999999
1687,88m,2k,300,900ms,1.0,0.5,126m,34k,104m,82k,3g,2g,340s,9s,5,false,0.8999999999999999,true,false,0.7
1688,116m,96k,100,100ms,1.5,0.25,68m,8k,72m,92k,5g,6g,260s,3s,5,false,0.7999999999999999,false,false,0.7
1689,96m,6k,900,900ms,3.5,0.25,36m,28k,72m,60k,7g,11g,400s,3s,7,false,0.7,false,true,0.5
1690,80m,62k,900,700ms,3.5,0.75,4m,74k,88m,92k,5g,6g,140s,3s,5,true,0.8999999999999999,false,true,0.6
1691,48m,80k,300,800ms,4.5,0.75,18m,14k,56m,60k,10g,7g,380s,6s,5,true,0.5,false,false,0.8999999999999999
1692,90m,30k,100,600ms,1.5,0.25,26m,12k,104m,92k,3g,1g,160s,9s,5,false,0.7999999999999999,false,true,0.7
1693,12m,30k,300,200ms,2.5,0.25,94m,100k,104m,68k,4g,6g,460s,7s,7,false,0.7,false,false,0.8999999999999999
1694,32m,64k,800,800ms,3.0,0.5,24m,54k,8m,68k,9g,5g,240s,4s,6,true,0.6,true,false,0.6
1695,92m,124k,900,700ms,3.0,0.5,4m,22k,16m,88k,6g,8g,420s,6s,2,false,0.7999999999999999,false,true,0.6
1696,76m,30k,200,700ms,2.5,0.5,76m,22k,72m,100k,8g,10g,100s,9s,3,true,0.6,false,true,0.8999999999999999
1697,10m,74k,700,100ms,1.0,0.25,96m,106k,112m,42k,11g,7g,300s,7s,3,false,0.8999999999999999,false,true,0.8999999999999999
